Source,Target,Type,Id,Label,Weight
21-1023.00,29-1123.00,Undirected,61219,,0.9521
21-1023.00,29-1125.00,Undirected,61220,,0.9654
21-1023.00,29-1129.01,Undirected,61221,,0.9584
21-1023.00,29-1141.02,Undirected,61222,,0.9629
21-1023.00,29-1141.04,Undirected,61223,,0.9553
21-1023.00,29-1161.00,Undirected,61224,,0.9548
21-1023.00,29-1213.00,Undirected,61225,,0.9519
21-1023.00,29-1214.00,Undirected,61226,,0.9587
21-1023.00,29-1223.00,Undirected,61227,,0.9591
21-1023.00,29-1229.02,Undirected,61228,,0.9503
21-1023.00,29-2053.00,Undirected,61229,,0.952
21-1091.00,25-1031.00,Undirected,61230,,0.9566
21-1091.00,25-1062.00,Undirected,61231,,0.9626
21-1091.00,25-1065.00,Undirected,61232,,0.9628
21-1091.00,25-1067.00,Undirected,61233,,0.9627
21-1091.00,25-1081.00,Undirected,61234,,0.957
21-1091.00,25-1111.00,Undirected,61235,,0.9521
21-1091.00,25-1113.00,Undirected,61236,,0.9545
21-1091.00,25-1122.00,Undirected,61237,,0.9569
21-1091.00,25-1125.00,Undirected,61238,,0.9633
21-1091.00,25-9021.00,Undirected,61239,,0.9577
21-1091.00,29-1122.00,Undirected,61240,,0.9588
21-1091.00,29-1125.00,Undirected,61241,,0.9537
21-1091.00,29-1223.00,Undirected,61242,,0.9524
21-1092.00,21-1093.00,Undirected,61243,,0.9544
21-1092.00,27-3023.00,Undirected,61244,,0.9546
21-1092.00,33-3021.00,Undirected,61245,,0.9702
21-1092.00,33-3021.02,Undirected,61246,,0.9532
21-1092.00,33-3051.04,Undirected,61247,,0.976
21-1092.00,33-9021.00,Undirected,61248,,0.9734
21-1093.00,21-1094.00,Undirected,61249,,0.9588
21-1093.00,27-3023.00,Undirected,61250,,0.9528
21-1093.00,29-1125.00,Undirected,61251,,0.9657
21-1093.00,29-1161.00,Undirected,61252,,0.9507
21-1093.00,29-1214.00,Undirected,61253,,0.9592
21-1093.00,29-2053.00,Undirected,61254,,0.9579
21-1093.00,29-2099.08,Undirected,61255,,0.9601
21-1093.00,31-1133.00,Undirected,61256,,0.9508
21-1093.00,31-9099.01,Undirected,61257,,0.9549
21-1093.00,33-3021.00,Undirected,61258,,0.95
21-1093.00,33-3051.04,Undirected,61259,,0.9526
21-1093.00,33-9011.00,Undirected,61260,,0.9542
21-1093.00,33-9021.00,Undirected,61261,,0.953
21-1093.00,39-9011.01,Undirected,61262,,0.9561
21-1093.00,39-9041.00,Undirected,61263,,0.954
21-1093.00,41-4011.07,Undirected,61264,,0.9562
21-1093.00,43-4161.00,Undirected,61265,,0.9578
21-1093.00,43-4181.00,Undirected,61266,,0.9524
21-1093.00,43-6011.00,Undirected,61267,,0.9513
21-1094.00,25-2012.00,Undirected,61268,,0.9518
21-1094.00,25-2051.00,Undirected,61269,,0.9576
21-1094.00,25-2059.01,Undirected,61270,,0.9642
21-1094.00,25-9031.00,Undirected,61271,,0.9539
21-1094.00,27-3023.00,Undirected,61272,,0.9502
21-1094.00,29-1122.01,Undirected,61273,,0.9569
21-1094.00,29-1125.00,Undirected,61274,,0.9506
21-1094.00,29-2099.08,Undirected,61275,,0.9505
21-1094.00,31-2011.00,Undirected,61276,,0.9687
21-1094.00,33-1011.00,Undirected,61277,,0.9565
21-1094.00,33-1012.00,Undirected,61278,,0.9645
21-1094.00,33-3051.00,Undirected,61279,,0.9516
21-1094.00,39-1013.00,Undirected,61280,,0.9518
21-1094.00,39-1022.00,Undirected,61281,,0.9622
21-1094.00,43-4031.00,Undirected,61282,,0.9507
21-1094.00,43-4181.00,Undirected,61283,,0.9523
21-1094.00,43-9041.00,Undirected,61284,,0.9513
21-2011.00,25-9031.00,Undirected,61285,,0.9513
21-2011.00,29-2099.08,Undirected,61286,,0.955
21-2021.00,25-9031.00,Undirected,61287,,0.9552
21-2021.00,27-1022.00,Undirected,61288,,0.9563
23-1011.00,23-1021.00,Undirected,61289,,0.9769
23-1011.00,23-1022.00,Undirected,61290,,0.9642
23-1011.00,23-1023.00,Undirected,61291,,0.9682
23-1011.00,27-2012.04,Undirected,61292,,0.9737
23-1011.00,27-2041.00,Undirected,61293,,0.966
23-1011.00,27-3031.00,Undirected,61294,,0.9738
23-1011.00,33-3021.06,Undirected,61295,,0.9558
23-1011.00,43-4161.00,Undirected,61296,,0.9533
23-1012.00,23-1021.00,Undirected,61297,,0.9569
23-1012.00,23-2011.00,Undirected,61298,,0.9587
23-1012.00,23-2093.00,Undirected,61299,,0.9505
23-1012.00,27-3043.00,Undirected,61300,,0.9573
23-1012.00,27-3043.05,Undirected,61301,,0.9642
23-1012.00,33-3021.06,Undirected,61302,,0.9582
23-1012.00,43-4021.00,Undirected,61303,,0.9513
23-1012.00,43-4161.00,Undirected,61304,,0.9516
23-1021.00,23-1022.00,Undirected,61305,,0.9538
23-1021.00,23-1023.00,Undirected,61306,,0.9888
23-1021.00,23-2011.00,Undirected,61307,,0.9579
23-1021.00,23-2093.00,Undirected,61308,,0.9535
23-1021.00,27-2012.04,Undirected,61309,,0.9699
23-1021.00,27-3031.00,Undirected,61310,,0.9506
23-1021.00,29-1129.01,Undirected,61311,,0.9599
23-1021.00,33-3021.06,Undirected,61312,,0.9651
23-1021.00,33-9021.00,Undirected,61313,,0.9627
23-1021.00,43-4021.00,Undirected,61314,,0.9552
23-1021.00,43-4061.00,Undirected,61315,,0.9552
23-1021.00,43-4161.00,Undirected,61316,,0.9687
23-1022.00,41-4012.00,Undirected,61317,,0.9565
23-1023.00,27-2012.04,Undirected,61318,,0.9623
23-1023.00,33-3021.06,Undirected,61319,,0.9537
23-1023.00,33-9021.00,Undirected,61320,,0.9537
23-1023.00,43-4161.00,Undirected,61321,,0.9518
23-2011.00,23-2093.00,Undirected,61322,,0.9533
23-2011.00,27-3023.00,Undirected,61323,,0.9603
23-2011.00,27-3043.00,Undirected,61324,,0.9618
23-2011.00,33-3021.06,Undirected,61325,,0.9569
23-2011.00,43-4021.00,Undirected,61326,,0.9665
23-2011.00,43-4061.00,Undirected,61327,,0.9742
23-2011.00,43-4161.00,Undirected,61328,,0.9754
23-2011.00,43-6012.00,Undirected,61329,,0.961
23-2093.00,27-3023.00,Undirected,61330,,0.9578
23-2093.00,33-3021.06,Undirected,61331,,0.952
23-2093.00,33-9021.00,Undirected,61332,,0.9529
23-2093.00,43-3061.00,Undirected,61333,,0.955
23-2093.00,43-4011.00,Undirected,61334,,0.9537
23-2093.00,43-4021.00,Undirected,61335,,0.9653
23-2093.00,43-4031.00,Undirected,61336,,0.9586
23-2093.00,43-4041.00,Undirected,61337,,0.9619
23-2093.00,43-4061.00,Undirected,61338,,0.9539
23-2093.00,43-4071.00,Undirected,61339,,0.9513
23-2093.00,43-4161.00,Undirected,61340,,0.9745
23-2093.00,43-6012.00,Undirected,61341,,0.9562
23-2093.00,43-6013.00,Undirected,61342,,0.9564
23-2093.00,43-6014.00,Undirected,61343,,0.956
25-1011.00,25-1021.00,Undirected,61344,,0.9687
25-1011.00,25-1022.00,Undirected,61345,,0.9677
25-1011.00,25-1031.00,Undirected,61346,,0.9821
25-1011.00,25-1043.00,Undirected,61347,,0.9607
25-1011.00,25-1061.00,Undirected,61348,,0.9595
25-1011.00,25-1062.00,Undirected,61349,,0.9657
25-1011.00,25-1063.00,Undirected,61350,,0.9818
25-1011.00,25-1064.00,Undirected,61351,,0.9671
25-1011.00,25-1065.00,Undirected,61352,,0.962
25-1011.00,25-1066.00,Undirected,61353,,0.9645
25-1011.00,25-1067.00,Undirected,61354,,0.9676
25-1011.00,25-1071.00,Undirected,61355,,0.9519
25-1011.00,25-1072.00,Undirected,61356,,0.965
25-1011.00,25-1081.00,Undirected,61357,,0.9778
25-1011.00,25-1082.00,Undirected,61358,,0.9852
25-1011.00,25-1111.00,Undirected,61359,,0.9756
25-1011.00,25-1112.00,Undirected,61360,,0.9782
25-1011.00,25-1113.00,Undirected,61361,,0.98
25-1011.00,25-1121.00,Undirected,61362,,0.9688
25-1011.00,25-1122.00,Undirected,61363,,0.9799
25-1011.00,25-1123.00,Undirected,61364,,0.9702
25-1011.00,25-1124.00,Undirected,61365,,0.9813
25-1011.00,25-1125.00,Undirected,61366,,0.9736
25-1011.00,25-1126.00,Undirected,61367,,0.9803
25-1011.00,25-1192.00,Undirected,61368,,0.9847
25-1011.00,25-1193.00,Undirected,61369,,0.9554
25-1011.00,25-2021.00,Undirected,61370,,0.9563
25-1011.00,25-2022.00,Undirected,61371,,0.9614
25-1011.00,25-2023.00,Undirected,61372,,0.9571
25-1011.00,25-2031.00,Undirected,61373,,0.9725
25-1011.00,25-2051.00,Undirected,61374,,0.9613
25-1011.00,25-2057.00,Undirected,61375,,0.9512
25-1011.00,25-2058.00,Undirected,61376,,0.9563
25-1011.00,25-3011.00,Undirected,61377,,0.9626
25-1011.00,25-3041.00,Undirected,61378,,0.967
25-1011.00,25-9031.00,Undirected,61379,,0.9589
25-1011.00,33-3021.06,Undirected,61380,,0.9614
25-1021.00,25-1031.00,Undirected,61381,,0.9642
25-1021.00,25-1043.00,Undirected,61382,,0.9564
25-1021.00,25-1063.00,Undirected,61383,,0.9566
25-1021.00,25-1064.00,Undirected,61384,,0.9539
25-1021.00,25-1066.00,Undirected,61385,,0.9619
25-1021.00,25-1072.00,Undirected,61386,,0.9594
25-1021.00,25-1082.00,Undirected,61387,,0.9601
25-1021.00,25-1113.00,Undirected,61388,,0.9561
25-1021.00,25-1122.00,Undirected,61389,,0.9518
25-1021.00,25-1124.00,Undirected,61390,,0.9508
25-1021.00,25-1192.00,Undirected,61391,,0.9552
25-1022.00,25-1032.00,Undirected,61392,,0.958
25-1022.00,25-1063.00,Undirected,61393,,0.9625
25-1022.00,25-1192.00,Undirected,61394,,0.951
25-1031.00,25-1032.00,Undirected,61395,,0.954
25-1031.00,25-1043.00,Undirected,61396,,0.962
25-1031.00,25-1061.00,Undirected,61397,,0.9522
25-1031.00,25-1062.00,Undirected,61398,,0.9696
25-1031.00,25-1063.00,Undirected,61399,,0.9726
25-1031.00,25-1064.00,Undirected,61400,,0.9618
25-1031.00,25-1065.00,Undirected,61401,,0.9644
25-1031.00,25-1066.00,Undirected,61402,,0.9713
25-1031.00,25-1067.00,Undirected,61403,,0.9718
25-1031.00,25-1071.00,Undirected,61404,,0.9511
25-1031.00,25-1072.00,Undirected,61405,,0.9769
25-1031.00,25-1081.00,Undirected,61406,,0.9698
25-1031.00,25-1082.00,Undirected,61407,,0.9725
25-1031.00,25-1111.00,Undirected,61408,,0.9696
25-1031.00,25-1112.00,Undirected,61409,,0.962
25-1031.00,25-1113.00,Undirected,61410,,0.9833
25-1031.00,25-1121.00,Undirected,61411,,0.9621
25-1031.00,25-1122.00,Undirected,61412,,0.973
25-1031.00,25-1123.00,Undirected,61413,,0.9584
25-1031.00,25-1124.00,Undirected,61414,,0.9786
25-1031.00,25-1125.00,Undirected,61415,,0.9704
25-1031.00,25-1126.00,Undirected,61416,,0.9743
25-1031.00,25-1192.00,Undirected,61417,,0.982
25-1031.00,25-1193.00,Undirected,61418,,0.9684
25-1031.00,25-2021.00,Undirected,61419,,0.9572
25-1031.00,25-2023.00,Undirected,61420,,0.9649
25-1031.00,25-2031.00,Undirected,61421,,0.9719
25-1031.00,25-2051.00,Undirected,61422,,0.9596
25-1031.00,25-2058.00,Undirected,61423,,0.9558
25-1031.00,25-9031.00,Undirected,61424,,0.9548
25-1031.00,29-1122.00,Undirected,61425,,0.9538
25-1031.00,29-1127.00,Undirected,61426,,0.9506
25-1032.00,25-1041.00,Undirected,61427,,0.9575
25-1032.00,25-1042.00,Undirected,61428,,0.9579
25-1032.00,25-1043.00,Undirected,61429,,0.962
25-1032.00,25-1051.00,Undirected,61430,,0.9734
25-1032.00,25-1052.00,Undirected,61431,,0.9557
25-1032.00,25-1053.00,Undirected,61432,,0.9641
25-1032.00,25-1061.00,Undirected,61433,,0.95
25-1032.00,25-1063.00,Undirected,61434,,0.9677
25-1032.00,25-1064.00,Undirected,61435,,0.9539
25-1032.00,25-1066.00,Undirected,61436,,0.967
25-1032.00,25-1072.00,Undirected,61437,,0.9503
25-1041.00,25-1042.00,Undirected,61438,,0.9628
25-1041.00,25-1043.00,Undirected,61439,,0.9815
25-1041.00,25-1051.00,Undirected,61440,,0.9563
25-1041.00,25-1052.00,Undirected,61441,,0.9573
25-1041.00,25-1053.00,Undirected,61442,,0.9642
25-1041.00,25-1061.00,Undirected,61443,,0.966
25-1041.00,25-1066.00,Undirected,61444,,0.9597
25-1041.00,25-1071.00,Undirected,61445,,0.9641
25-1041.00,25-1072.00,Undirected,61446,,0.9723
25-1041.00,25-1082.00,Undirected,61447,,0.95
25-1041.00,25-1192.00,Undirected,61448,,0.952
25-1042.00,25-1043.00,Undirected,61449,,0.9567
25-1042.00,25-1051.00,Undirected,61450,,0.9737
25-1042.00,25-1052.00,Undirected,61451,,0.965
25-1042.00,25-1053.00,Undirected,61452,,0.9842
25-1042.00,25-1054.00,Undirected,61453,,0.9675
25-1042.00,25-1061.00,Undirected,61454,,0.9772
25-1042.00,25-1064.00,Undirected,61455,,0.953
25-1042.00,25-1066.00,Undirected,61456,,0.969
25-1042.00,25-1067.00,Undirected,61457,,0.9549
25-1042.00,25-1071.00,Undirected,61458,,0.9811
25-1042.00,29-1215.00,Undirected,61459,,0.9515
25-1042.00,29-1229.01,Undirected,61460,,0.9501
25-1043.00,25-1051.00,Undirected,61461,,0.9628
25-1043.00,25-1052.00,Undirected,61462,,0.9573
25-1043.00,25-1053.00,Undirected,61463,,0.9725
25-1043.00,25-1061.00,Undirected,61464,,0.9653
25-1043.00,25-1062.00,Undirected,61465,,0.9505
25-1043.00,25-1063.00,Undirected,61466,,0.9535
25-1043.00,25-1064.00,Undirected,61467,,0.9667
25-1043.00,25-1066.00,Undirected,61468,,0.9658
25-1043.00,25-1067.00,Undirected,61469,,0.9543
25-1043.00,25-1071.00,Undirected,61470,,0.9606
25-1043.00,25-1072.00,Undirected,61471,,0.9744
25-1043.00,25-1082.00,Undirected,61472,,0.9633
25-1043.00,25-1113.00,Undirected,61473,,0.9605
25-1043.00,25-1122.00,Undirected,61474,,0.9565
25-1043.00,25-1192.00,Undirected,61475,,0.9626
25-1051.00,25-1052.00,Undirected,61476,,0.9691
25-1051.00,25-1053.00,Undirected,61477,,0.9852
25-1051.00,25-1061.00,Undirected,61478,,0.9731
25-1051.00,25-1063.00,Undirected,61479,,0.9582
25-1051.00,25-1064.00,Undirected,61480,,0.9738
25-1051.00,25-1066.00,Undirected,61481,,0.977
25-1051.00,25-1067.00,Undirected,61482,,0.9513
25-1051.00,25-1071.00,Undirected,61483,,0.9508
25-1051.00,25-1113.00,Undirected,61484,,0.9542
25-1052.00,25-1053.00,Undirected,61485,,0.981
25-1052.00,25-1066.00,Undirected,61486,,0.9606
25-1052.00,29-1217.00,Undirected,61487,,0.9518
25-1053.00,25-1054.00,Undirected,61488,,0.9503
25-1053.00,25-1061.00,Undirected,61489,,0.9722
25-1053.00,25-1064.00,Undirected,61490,,0.9634
25-1053.00,25-1066.00,Undirected,61491,,0.973
25-1053.00,25-1067.00,Undirected,61492,,0.9539
25-1053.00,25-1071.00,Undirected,61493,,0.9634
25-1053.00,25-1072.00,Undirected,61494,,0.9529
25-1053.00,25-1192.00,Undirected,61495,,0.952
25-1053.00,29-1229.05,Undirected,61496,,0.9531
25-1054.00,25-1071.00,Undirected,61497,,0.96
25-1061.00,25-1062.00,Undirected,61498,,0.9624
25-1061.00,25-1063.00,Undirected,61499,,0.9577
25-1061.00,25-1064.00,Undirected,61500,,0.9786
25-1061.00,25-1065.00,Undirected,61501,,0.9633
25-1061.00,25-1066.00,Undirected,61502,,0.979
25-1061.00,25-1067.00,Undirected,61503,,0.9806
25-1061.00,25-1071.00,Undirected,61504,,0.9727
25-1061.00,25-1072.00,Undirected,61505,,0.9583
25-1061.00,25-1081.00,Undirected,61506,,0.9626
25-1061.00,25-1082.00,Undirected,61507,,0.964
25-1061.00,25-1111.00,Undirected,61508,,0.9522
25-1061.00,25-1113.00,Undirected,61509,,0.9699
25-1061.00,25-1122.00,Undirected,61510,,0.9603
25-1061.00,25-1123.00,Undirected,61511,,0.9553
25-1061.00,25-1124.00,Undirected,61512,,0.9533
25-1061.00,25-1125.00,Undirected,61513,,0.9612
25-1061.00,25-1126.00,Undirected,61514,,0.9523
25-1061.00,25-1192.00,Undirected,61515,,0.9632
25-1062.00,25-1063.00,Undirected,61516,,0.9619
25-1062.00,25-1064.00,Undirected,61517,,0.9814
25-1062.00,25-1065.00,Undirected,61518,,0.9858
25-1062.00,25-1066.00,Undirected,61519,,0.9649
25-1062.00,25-1067.00,Undirected,61520,,0.9723
25-1062.00,25-1072.00,Undirected,61521,,0.9516
25-1062.00,25-1081.00,Undirected,61522,,0.9825
25-1062.00,25-1082.00,Undirected,61523,,0.9755
25-1062.00,25-1111.00,Undirected,61524,,0.963
25-1062.00,25-1112.00,Undirected,61525,,0.9609
25-1062.00,25-1113.00,Undirected,61526,,0.977
25-1062.00,25-1121.00,Undirected,61527,,0.966
25-1062.00,25-1122.00,Undirected,61528,,0.9798
25-1062.00,25-1123.00,Undirected,61529,,0.9611
25-1062.00,25-1124.00,Undirected,61530,,0.9699
25-1062.00,25-1125.00,Undirected,61531,,0.9721
25-1062.00,25-1126.00,Undirected,61532,,0.9803
25-1062.00,25-1192.00,Undirected,61533,,0.9708
25-1062.00,25-1193.00,Undirected,61534,,0.9638
25-1063.00,25-1064.00,Undirected,61535,,0.975
25-1063.00,25-1065.00,Undirected,61536,,0.9556
25-1063.00,25-1066.00,Undirected,61537,,0.9741
25-1063.00,25-1067.00,Undirected,61538,,0.9568
25-1063.00,25-1072.00,Undirected,61539,,0.95
25-1063.00,25-1081.00,Undirected,61540,,0.9555
25-1063.00,25-1082.00,Undirected,61541,,0.9626
25-1063.00,25-1111.00,Undirected,61542,,0.9562
25-1063.00,25-1112.00,Undirected,61543,,0.9544
25-1063.00,25-1113.00,Undirected,61544,,0.9721
25-1063.00,25-1122.00,Undirected,61545,,0.9589
25-1063.00,25-1124.00,Undirected,61546,,0.9563
25-1063.00,25-1126.00,Undirected,61547,,0.9667
25-1063.00,25-1192.00,Undirected,61548,,0.9766
25-1064.00,25-1065.00,Undirected,61549,,0.9724
25-1064.00,25-1066.00,Undirected,61550,,0.9805
25-1064.00,25-1067.00,Undirected,61551,,0.9652
25-1064.00,25-1071.00,Undirected,61552,,0.9529
25-1064.00,25-1072.00,Undirected,61553,,0.9538
25-1064.00,25-1081.00,Undirected,61554,,0.9654
25-1064.00,25-1082.00,Undirected,61555,,0.9641
25-1064.00,25-1113.00,Undirected,61556,,0.9753
25-1064.00,25-1122.00,Undirected,61557,,0.966
25-1064.00,25-1124.00,Undirected,61558,,0.9529
25-1064.00,25-1125.00,Undirected,61559,,0.9534
25-1064.00,25-1126.00,Undirected,61560,,0.9574
25-1064.00,25-1192.00,Undirected,61561,,0.9623
25-1065.00,25-1066.00,Undirected,61562,,0.9542
25-1065.00,25-1067.00,Undirected,61563,,0.9751
25-1065.00,25-1071.00,Undirected,61564,,0.9529
25-1065.00,25-1081.00,Undirected,61565,,0.9814
25-1065.00,25-1082.00,Undirected,61566,,0.9652
25-1065.00,25-1111.00,Undirected,61567,,0.975
25-1065.00,25-1112.00,Undirected,61568,,0.9626
25-1065.00,25-1113.00,Undirected,61569,,0.9754
25-1065.00,25-1121.00,Undirected,61570,,0.9678
25-1065.00,25-1122.00,Undirected,61571,,0.9758
25-1065.00,25-1123.00,Undirected,61572,,0.9632
25-1065.00,25-1124.00,Undirected,61573,,0.9682
25-1065.00,25-1125.00,Undirected,61574,,0.9817
25-1065.00,25-1126.00,Undirected,61575,,0.9724
25-1065.00,25-1192.00,Undirected,61576,,0.9627
25-1065.00,25-1193.00,Undirected,61577,,0.9609
25-1066.00,25-1067.00,Undirected,61578,,0.9711
25-1066.00,25-1071.00,Undirected,61579,,0.9594
25-1066.00,25-1072.00,Undirected,61580,,0.9676
25-1066.00,25-1081.00,Undirected,61581,,0.9507
25-1066.00,25-1082.00,Undirected,61582,,0.9635
25-1066.00,25-1113.00,Undirected,61583,,0.9798
25-1066.00,25-1122.00,Undirected,61584,,0.9542
25-1066.00,25-1124.00,Undirected,61585,,0.9513
25-1066.00,25-1126.00,Undirected,61586,,0.9546
25-1066.00,25-1192.00,Undirected,61587,,0.9687
25-1066.00,25-2031.00,Undirected,61588,,0.9509
25-1066.00,29-1229.05,Undirected,61589,,0.9537
25-1066.00,29-1299.02,Undirected,61590,,0.9514
25-1067.00,25-1071.00,Undirected,61591,,0.9589
25-1067.00,25-1072.00,Undirected,61592,,0.9621
25-1067.00,25-1081.00,Undirected,61593,,0.9802
25-1067.00,25-1082.00,Undirected,61594,,0.9733
25-1067.00,25-1111.00,Undirected,61595,,0.9787
25-1067.00,25-1112.00,Undirected,61596,,0.9565
25-1067.00,25-1113.00,Undirected,61597,,0.9824
25-1067.00,25-1121.00,Undirected,61598,,0.977
25-1067.00,25-1122.00,Undirected,61599,,0.9712
25-1067.00,25-1123.00,Undirected,61600,,0.9639
25-1067.00,25-1124.00,Undirected,61601,,0.9716
25-1067.00,25-1125.00,Undirected,61602,,0.9802
25-1067.00,25-1126.00,Undirected,61603,,0.9708
25-1067.00,25-1192.00,Undirected,61604,,0.976
25-1067.00,25-1193.00,Undirected,61605,,0.9651
25-1067.00,25-2023.00,Undirected,61606,,0.9542
25-1067.00,25-2031.00,Undirected,61607,,0.955
25-1067.00,25-2051.00,Undirected,61608,,0.9578
25-1067.00,29-1122.00,Undirected,61609,,0.9514
25-1071.00,25-1072.00,Undirected,61610,,0.9581
25-1071.00,25-1113.00,Undirected,61611,,0.9523
25-1071.00,25-1125.00,Undirected,61612,,0.9582
25-1071.00,25-1193.00,Undirected,61613,,0.9513
25-1071.00,29-1215.00,Undirected,61614,,0.9533
25-1072.00,25-1082.00,Undirected,61615,,0.9688
25-1072.00,25-1113.00,Undirected,61616,,0.9745
25-1072.00,25-1122.00,Undirected,61617,,0.9642
25-1072.00,25-1124.00,Undirected,61618,,0.9613
25-1072.00,25-1125.00,Undirected,61619,,0.9543
25-1072.00,25-1126.00,Undirected,61620,,0.9548
25-1072.00,25-1192.00,Undirected,61621,,0.9725
25-1072.00,25-1193.00,Undirected,61622,,0.9678
25-1072.00,25-2021.00,Undirected,61623,,0.9589
25-1072.00,25-2022.00,Undirected,61624,,0.9651
25-1072.00,25-2023.00,Undirected,61625,,0.9635
25-1072.00,25-2031.00,Undirected,61626,,0.9787
25-1072.00,25-2051.00,Undirected,61627,,0.9666
25-1072.00,25-2056.00,Undirected,61628,,0.9656
25-1072.00,25-2057.00,Undirected,61629,,0.9534
25-1072.00,25-2058.00,Undirected,61630,,0.9632
25-1072.00,25-2059.01,Undirected,61631,,0.9548
25-1072.00,25-3011.00,Undirected,61632,,0.9518
25-1072.00,25-9021.00,Undirected,61633,,0.9545
25-1072.00,25-9031.00,Undirected,61634,,0.9611
25-1072.00,25-9044.00,Undirected,61635,,0.961
25-1072.00,29-1122.00,Undirected,61636,,0.9616
25-1072.00,29-1128.00,Undirected,61637,,0.9597
25-1072.00,29-1141.02,Undirected,61638,,0.953
25-1072.00,29-1161.00,Undirected,61639,,0.954
25-1072.00,29-1217.00,Undirected,61640,,0.9605
25-1072.00,29-1229.02,Undirected,61641,,0.952
25-1072.00,29-1229.04,Undirected,61642,,0.9614
25-1072.00,29-1229.05,Undirected,61643,,0.9591
25-1072.00,29-1299.01,Undirected,61644,,0.9516
25-1081.00,25-1082.00,Undirected,61645,,0.9828
25-1081.00,25-1111.00,Undirected,61646,,0.9831
25-1081.00,25-1112.00,Undirected,61647,,0.9684
25-1081.00,25-1113.00,Undirected,61648,,0.9778
25-1081.00,25-1121.00,Undirected,61649,,0.986
25-1081.00,25-1122.00,Undirected,61650,,0.9873
25-1081.00,25-1123.00,Undirected,61651,,0.9717
25-1081.00,25-1124.00,Undirected,61652,,0.9787
25-1081.00,25-1125.00,Undirected,61653,,0.9876
25-1081.00,25-1126.00,Undirected,61654,,0.9787
25-1081.00,25-1192.00,Undirected,61655,,0.9764
25-1081.00,25-1193.00,Undirected,61656,,0.9683
25-1081.00,25-2023.00,Undirected,61657,,0.9552
25-1081.00,25-2031.00,Undirected,61658,,0.9566
25-1081.00,25-2051.00,Undirected,61659,,0.9502
25-1081.00,25-2058.00,Undirected,61660,,0.9504
25-1081.00,25-9031.00,Undirected,61661,,0.9578
25-1082.00,25-1111.00,Undirected,61662,,0.9766
25-1082.00,25-1112.00,Undirected,61663,,0.9793
25-1082.00,25-1113.00,Undirected,61664,,0.9815
25-1082.00,25-1121.00,Undirected,61665,,0.9733
25-1082.00,25-1122.00,Undirected,61666,,0.9904
25-1082.00,25-1123.00,Undirected,61667,,0.9772
25-1082.00,25-1124.00,Undirected,61668,,0.9855
25-1082.00,25-1125.00,Undirected,61669,,0.9729
25-1082.00,25-1126.00,Undirected,61670,,0.9844
25-1082.00,25-1192.00,Undirected,61671,,0.9846
25-1082.00,25-1193.00,Undirected,61672,,0.9632
25-1082.00,25-2021.00,Undirected,61673,,0.9535
25-1082.00,25-2022.00,Undirected,61674,,0.9637
25-1082.00,25-2023.00,Undirected,61675,,0.96
25-1082.00,25-2031.00,Undirected,61676,,0.9739
25-1082.00,25-2051.00,Undirected,61677,,0.9691
25-1082.00,25-2056.00,Undirected,61678,,0.9564
25-1082.00,25-2057.00,Undirected,61679,,0.9528
25-1082.00,25-2058.00,Undirected,61680,,0.9609
25-1082.00,25-3011.00,Undirected,61681,,0.9602
25-1082.00,25-3041.00,Undirected,61682,,0.9578
25-1082.00,25-9031.00,Undirected,61683,,0.9632
25-1111.00,25-1112.00,Undirected,61684,,0.9792
25-1111.00,25-1113.00,Undirected,61685,,0.9733
25-1111.00,25-1121.00,Undirected,61686,,0.9799
25-1111.00,25-1122.00,Undirected,61687,,0.9812
25-1111.00,25-1123.00,Undirected,61688,,0.9743
25-1111.00,25-1124.00,Undirected,61689,,0.9825
25-1111.00,25-1125.00,Undirected,61690,,0.9889
25-1111.00,25-1126.00,Undirected,61691,,0.9805
25-1111.00,25-1192.00,Undirected,61692,,0.9715
25-1111.00,25-1193.00,Undirected,61693,,0.9617
25-1111.00,25-2023.00,Undirected,61694,,0.9622
25-1111.00,25-2031.00,Undirected,61695,,0.9529
25-1111.00,25-2051.00,Undirected,61696,,0.9582
25-1111.00,25-3041.00,Undirected,61697,,0.9506
25-1112.00,25-1113.00,Undirected,61698,,0.9656
25-1112.00,25-1121.00,Undirected,61699,,0.9647
25-1112.00,25-1122.00,Undirected,61700,,0.98
25-1112.00,25-1123.00,Undirected,61701,,0.9783
25-1112.00,25-1124.00,Undirected,61702,,0.9882
25-1112.00,25-1125.00,Undirected,61703,,0.9715
25-1112.00,25-1126.00,Undirected,61704,,0.9859
25-1112.00,25-1192.00,Undirected,61705,,0.9706
25-1112.00,25-1193.00,Undirected,61706,,0.9522
25-1112.00,25-2023.00,Undirected,61707,,0.9517
25-1112.00,25-2031.00,Undirected,61708,,0.9603
25-1112.00,25-2051.00,Undirected,61709,,0.9627
25-1112.00,25-2056.00,Undirected,61710,,0.952
25-1112.00,25-3011.00,Undirected,61711,,0.9557
25-1112.00,25-3041.00,Undirected,61712,,0.9553
25-1113.00,25-1121.00,Undirected,61713,,0.9729
25-1113.00,25-1122.00,Undirected,61714,,0.9769
25-1113.00,25-1123.00,Undirected,61715,,0.9675
25-1113.00,25-1124.00,Undirected,61716,,0.9792
25-1113.00,25-1125.00,Undirected,61717,,0.9714
25-1113.00,25-1126.00,Undirected,61718,,0.9781
25-1113.00,25-1192.00,Undirected,61719,,0.9803
